GeneSet,Description,Gene
Mitochondrial_central_dogma,Mitochondrial_central_dogma,RBFA
Mitochondrial_central_dogma,Mitochondrial_central_dogma,RCC1L
Mitochondrial_central_dogma,Mitochondrial_central_dogma,RECQL4
Mitochondrial_central_dogma,Mitochondrial_central_dogma,REXO2
Mitochondrial_central_dogma,Mitochondrial_central_dogma,RMND1
Mitochondrial_central_dogma,Mitochondrial_central_dogma,RNASEH1
Mitochondrial_central_dogma,Mitochondrial_central_dogma,RPUSD3
Mitochondrial_central_dogma,Mitochondrial_central_dogma,RPUSD4
Mitochondrial_central_dogma,Mitochondrial_central_dogma,SARS2
Mitochondrial_central_dogma,Mitochondrial_central_dogma,SLIRP
Mitochondrial_central_dogma,Mitochondrial_central_dogma,SSBP1
Mitochondrial_central_dogma,Mitochondrial_central_dogma,SUPV3L1
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TACO1
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TARS2
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TBRG4
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TEFM
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TFAM
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TFB1M
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TFB2M
Mitochondrial_central_dogma,Mitochondrial_central_dogma,THG1L
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TIMM21
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TOP1MT
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TOP3A
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TRIT1
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TRMT1
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TRMT10C
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TRMT2B
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TRMT5
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TRMT61B
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TRMU
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TRNT1
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TRUB2
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TSFM
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TUFM
Mitochondrial_central_dogma,Mitochondrial_central_dogma,TWNK
Mitochondrial_central_dogma,Mitochondrial_central_dogma,UNG
Mitochondrial_central_dogma,Mitochondrial_central_dogma,VARS2
Mitochondrial_central_dogma,Mitochondrial_central_dogma,WARS2
Mitochondrial_central_dogma,Mitochondrial_central_dogma,YARS2
Mitochondrial_central_dogma,Mitochondrial_central_dogma,YBEY
Mitochondrial_central_dogma,Mitochondrial_central_dogma,YRDC
Small_molecule_transport,Small_molecule_transport,ABCA9
Small_molecule_transport,Small_molecule_transport,ABCB10
Small_molecule_transport,Small_molecule_transport,ABCB6
Small_molecule_transport,Small_molecule_transport,ABCB7
Small_molecule_transport,Small_molecule_transport,ABCB8
Small_molecule_transport,Small_molecule_transport,ABCD1
Small_molecule_transport,Small_molecule_transport,ABCD2
Small_molecule_transport,Small_molecule_transport,ABCD3
Small_molecule_transport,Small_molecule_transport,CCDC51
Small_molecule_transport,Small_molecule_transport,LETMD1
Small_molecule_transport,Small_molecule_transport,MCU
Small_molecule_transport,Small_molecule_transport,MCUB
Small_molecule_transport,Small_molecule_transport,MICU1
Small_molecule_transport,Small_molecule_transport,MICU2
Small_molecule_transport,Small_molecule_transport,MICU3
Small_molecule_transport,Small_molecule_transport,MPC1
Small_molecule_transport,Small_molecule_transport,MPC1L
Small_molecule_transport,Small_molecule_transport,MPC2
Small_molecule_transport,Small_molecule_transport,MPV17
Small_molecule_transport,Small_molecule_transport,MPV17L
Small_molecule_transport,Small_molecule_transport,MRS2
Small_molecule_transport,Small_molecule_transport,MTCH1
Small_molecule_transport,Small_molecule_transport,MTCH2
Small_molecule_transport,Small_molecule_transport,ROMO1
Small_molecule_transport,Small_molecule_transport,SFXN1
Small_molecule_transport,Small_molecule_transport,SFXN2
Small_molecule_transport,Small_molecule_transport,SFXN3
Small_molecule_transport,Small_molecule_transport,SFXN4
Small_molecule_transport,Small_molecule_transport,SFXN5
Small_molecule_transport,Small_molecule_transport,SLC25A1
Small_molecule_transport,Small_molecule_transport,SLC25A10
Small_molecule_transport,Small_molecule_transport,SLC25A11
Small_molecule_transport,Small_molecule_transport,SLC25A12
Small_molecule_transport,Small_molecule_transport,SLC25A13
Small_molecule_transport,Small_molecule_transport,SLC25A14
Small_molecule_transport,Small_molecule_transport,SLC25A15
Small_molecule_transport,Small_molecule_transport,SLC25A16
Small_molecule_transport,Small_molecule_transport,SLC25A18
Small_molecule_transport,Small_molecule_transport,SLC25A19
Small_molecule_transport,Small_molecule_transport,SLC25A20
Small_molecule_transport,Small_molecule_transport,SLC25A21
Small_molecule_transport,Small_molecule_transport,SLC25A22
Small_molecule_transport,Small_molecule_transport,SLC25A23
Small_molecule_transport,Small_molecule_transport,SLC25A24
Small_molecule_transport,Small_molecule_transport,SLC25A25
Small_molecule_transport,Small_molecule_transport,SLC25A26
Small_molecule_transport,Small_molecule_transport,SLC25A27
Small_molecule_transport,Small_molecule_transport,SLC25A28
Small_molecule_transport,Small_molecule_transport,SLC25A29
Small_molecule_transport,Small_molecule_transport,SLC25A3
Small_molecule_transport,Small_molecule_transport,SLC25A30
Small_molecule_transport,Small_molecule_transport,SLC25A31
Small_molecule_transport,Small_molecule_transport,SLC25A32
Small_molecule_transport,Small_molecule_transport,SLC25A33
Small_molecule_transport,Small_molecule_transport,SLC25A34
Small_molecule_transport,Small_molecule_transport,SLC25A35
Small_molecule_transport,Small_molecule_transport,SLC25A36
Small_molecule_transport,Small_molecule_transport,SLC25A37
Small_molecule_transport,Small_molecule_transport,SLC25A38
Small_molecule_transport,Small_molecule_transport,SLC25A39
Small_molecule_transport,Small_molecule_transport,SLC25A4
Small_molecule_transport,Small_molecule_transport,SLC25A40
Small_molecule_transport,Small_molecule_transport,SLC25A41
Small_molecule_transport,Small_molecule_transport,SLC25A42
Small_molecule_transport,Small_molecule_transport,SLC25A43
Small_molecule_transport,Small_molecule_transport,SLC25A44
Small_molecule_transport,Small_molecule_transport,SLC25A45
Small_molecule_transport,Small_molecule_transport,SLC25A46
Small_molecule_transport,Small_molecule_transport,SLC25A47
Small_molecule_transport,Small_molecule_transport,SLC25A48
Small_molecule_transport,Small_molecule_transport,SLC25A5
Small_molecule_transport,Small_molecule_transport,SLC25A51
Small_molecule_transport,Small_molecule_transport,SLC25A52
Small_molecule_transport,Small_molecule_transport,SLC25A53
Small_molecule_transport,Small_molecule_transport,SLC25A6
Small_molecule_transport,Small_molecule_transport,SLC30A9
Small_molecule_transport,Small_molecule_transport,SLC8B1
Small_molecule_transport,Small_molecule_transport,SMDT1
Small_molecule_transport,Small_molecule_transport,STARD7
Small_molecule_transport,Small_molecule_transport,UCP1
Small_molecule_transport,Small_molecule_transport,UCP2
Small_molecule_transport,Small_molecule_transport,UCP3
Small_molecule_transport,Small_molecule_transport,VDAC1
Small_molecule_transport,Small_molecule_transport,VDAC2
Small_molecule_transport,Small_molecule_transport,VDAC3
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,ALKBH1
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,ANGEL2
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,CDK5RAP1
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,DDX28
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,DHX30
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,DUS2
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,ELAC2
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,ENDOG
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,ERAL1
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,FASTK
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,FASTKD1
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,FASTKD2
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,FASTKD3
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,FASTKD5
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,GRSF1
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,GTPBP3
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,HSD17B10
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,LACTB2
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,LRPPRC
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,METTL15
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,METTL17
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,METTL5
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,METTL8
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,MRM1
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,MRM2
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,MRM3
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,MRPL12
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,MRPL47
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,MRPS7
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,MRPS9
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,MTERF1
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,MTO1
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,MTPAP
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,MTRES1
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,MYG1
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,NGRN
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,NOA1
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,NSUN2
mtRNA_metabolism,Mitochondrial_central_dogma.mtRNA_metabolism,NSUN3
